Ensembl_ID	Preferred_name	Ensembl_HGNC	Ensembl_gene	Ensembl_UniProt_AC
9606.ENSP00000364220	VWA5B1	{'VWA5B1'}	{'ENSG00000158816'}	{'A4IF36', 'A4IF35', 'Q96M71', 'Q3ZCM4', 'Q6ZUB4', 'Q5TIE3'}
9606.ENSP00000364235	RNF5	{'RNF5'}	{'ENSG00000204308'}	
9606.ENSP00000364240	UBXN10	{'UBXN10'}	{'ENSG00000162543'}	{'Q5R386', 'Q96LJ8'}
9606.ENSP00000364243	PLA2G2F	{'PLA2G2F'}	{'ENSG00000158786'}	{'Q8N217', 'Q9H506', 'Q9BZM2', 'Q5R385'}
9606.ENSP00000364246	PLA2G2D	{'PLA2G2D'}	{'ENSG00000117215'}	{'B1AEL9', 'Q9UNK4', 'Q9UK01', 'A8K2Z1'}
9606.ENSP00000364249	PLA2G5	{'PLA2G5'}	{'ENSG00000127472'}	{'P39877', 'Q8N435'}
9606.ENSP00000364257	PLA2G2E	{'PLA2G2E'}	{'ENSG00000188784'}	{'Q9NZK7', 'Q5VXJ8'}
9606.ENSP00000364260	C9orf156	{'C9orf156'}	{'ENSG00000136932'}	{'Q9NXJ7', 'Q9P0Q7', 'Q9BU70', 'Q5T113', 'Q86SK0'}
9606.ENSP00000364261	OTUD3	{'OTUD3'}	{'ENSG00000169914'}	{'O75047', 'Q5T2D3'}
9606.ENSP00000364263	RNF186	{'RNF186'}	{'ENSG00000178828'}	{'Q9NXI6', 'Q53GE0'}
9606.ENSP00000364265	FOXE1	{'FOXE1'}	{'ENSG00000178919'}	{'O75765', 'O00358', 'Q5T109', 'Q99526'}
9606.ENSP00000364270	XPA	{'XPA'}	{'ENSG00000136936'}	{'Q6LCW7', 'P23025', 'Q6LD02', 'Q5T1U9'}
9606.ENSP00000364277	FGD1	{'FGD1'}	{'ENSG00000102302'}	{'Q5H999', 'P98174', 'Q8N4D9'}
9606.ENSP00000364289	NCBP1	{'NCBP1'}	{'ENSG00000136937'}	{'Q59G76', 'Q5T1V0', 'B2R718', 'Q09161', 'Q5T7X2'}
9606.ENSP00000364293	TSR2	{'TSR2'}	{'ENSG00000158526'}	{'Q969E8'}
9606.ENSP00000364295	PQLC2	{'PQLC2'}	{'ENSG00000040487'}	{'Q6ZP29', 'Q6ZP27', 'Q9NXC7', 'B3KWQ5', 'Q6ZMJ3'}
9606.ENSP00000364298	FKBPL	{'FKBPL'}	{'ENSG00000204315'}	
9606.ENSP00000364320	MRTO4	{'MRTO4'}	{'ENSG00000053372'}	{'Q9UKD2', 'B3KNB3', 'Q96SS6', 'Q5TG55', 'Q9BPV9'}
9606.ENSP00000364324	FAM120C	{'FAM120C'}	{'ENSG00000184083'}	{'B2RMT7', 'Q9NX05'}
9606.ENSP00000364346	ZNF341	{'ZNF341'}	{'ENSG00000131061'}	{'Q5JXM8', 'B7ZM09', 'Q9BYN7', 'B2RXE5', 'Q96ST5', 'A2RUF4'}
9606.ENSP00000364349	ATF6B	{'ATF6B'}	{'ENSG00000213676'}	
9606.ENSP00000364361	ZAK		{'ENSG00000091436'}	{'Q580W8', 'B3KPG2', 'Q86YW8', 'Q9HCC4', 'Q59GY5', 'Q53SX1', 'Q9NYL2', 'Q9HDD2', 'Q9HCC5', 'Q9NYE9'}
9606.ENSP00000364370	C20orf144	{'C20orf144'}	{'ENSG00000149609'}	{'Q1AHR2', 'Q9BQM9'}
9606.ENSP00000364379	ZNF510	{'ZNF510'}	{'ENSG00000081386'}	{'Q5SZP5', 'Q9Y2H8'}
9606.ENSP00000364382	AAED1	{'AAED1'}	{'ENSG00000158122'}	{'B2RMW4', 'Q5JU02', 'Q7RTV5'}
9606.ENSP00000364389	CDC14B	{'CDC14B'}	{'ENSG00000081377'}	{'O43183', 'Q5JU08', 'O60729', 'A6N5X8', 'A8MQ20', 'B1AL32', 'B1AL31', 'O60730'}
9606.ENSP00000364398	HABP4	{'HABP4'}	{'ENSG00000130956'}	{'Q5JVS0', 'Q9NYJ2', 'O75804', 'Q8WV33'}
9606.ENSP00000364403	UBR4	{'UBR4'}	{'ENSG00000127481'}	{'O60646', 'A8MPT2', 'Q8IXJ4', 'Q5T4S8', 'Q9HA46', 'Q6DKH8', 'Q9P2N9', 'O75050', 'Q6P4A4', 'Q8WV67', 'Q9UG82', 'A8MQB1', 'Q4QRK5', 'Q5TBP2', 'Q8TDN5', 'Q7L8P7', 'Q5T4S7', 'A8MQ33', 'Q5TBN8', 'Q5T4S9'}
9606.ENSP00000364404	DCAF17	{'DCAF17'}	{'ENSG00000115827'}	{'Q5H9S7', 'Q53TN3', 'B2RTW5', 'Q9H908'}
9606.ENSP00000364405	ZNF367	{'ZNF367'}	{'ENSG00000165244'}	{'Q7RTV3', 'Q6Q7C8'}
9606.ENSP00000364412	HSD17B3	{'HSD17B3'}	{'ENSG00000130948'}	{'P37058', 'Q5U0Q6'}
9606.ENSP00000364430	SP5	{'SP5'}	{'ENSG00000204335'}	{'Q6BEB4'}
9606.ENSP00000364448	UPF3A	{'UPF3A'}	{'ENSG00000169062'}	{'Q86YK1', 'Q9H1J1', 'Q5T8C3', 'Q5T8C9', 'Q7Z6N3', 'Q9BZI8', 'A2A366'}
9606.ENSP00000364449	SIK3	{'SIK3'}	{'ENSG00000160584'}	{'A1A5A8', 'Q5M9N1', 'Q59FY2', 'Q9HA50', 'Q6P3R6', 'Q9Y2K2', 'Q8IYM8'}
9606.ENSP00000364464	C9orf3	{'C9orf3'}	{'ENSG00000148120'}	{'Q96SS1', 'Q5T9B1', 'Q96M23', 'Q8N6M6', 'Q5T9B3', 'Q8WUL6', 'Q5T9B4'}
9606.ENSP00000364467	LYZL2	{'LYZL2'}	{'ENSG00000151033'}	{'Q7Z4W2', 'Q6NZ69'}
9606.ENSP00000364476	RIBC1	{'RIBC1'}	{'ENSG00000158423'}	{'Q8N443', 'Q5H931', 'Q96A80', 'E9PDU2', 'B4E297'}
9606.ENSP00000364482	STK19	{'STK19'}	{'ENSG00000204344'}	{'P49842', 'Q5JP77', 'Q5ST75', 'Q13159', 'A6NF95', 'Q31617', 'B0QZR5', 'A6NFW8', 'Q5ST72'}
9606.ENSP00000364486	FBP2	{'FBP2'}	{'ENSG00000130957'}	{'Q6FI53', 'Q17R39', 'O00757'}
9606.ENSP00000364490	ALDH4A1	{'ALDH4A1'}	{'ENSG00000159423'}	{'Q96IF0', 'Q9UDI6', 'A8K1Q7', 'D2D4A3', 'P30038', 'Q5JNV6', 'B4DGE4', 'Q16882', 'Q53HU4', 'Q8IZ38'}
9606.ENSP00000364493	HIATL1	{'HIATL1'}	{'ENSG00000148110'}	{'Q96SM4', 'Q5SR56', 'B4DUE6', 'Q8WU95', 'Q53GU5', 'Q3KQT4', 'E9PD58'}
9606.ENSP00000364498	DXO	{'DXO'}	{'ENSG00000204348'}	
9606.ENSP00000364501	CD300LD	{'CD300LD'}	{'ENSG00000204345'}	{'Q6UXZ3'}
9606.ENSP00000364502	TMEM255B	{'TMEM255B'}	{'ENSG00000184497'}	{'Q8WV15'}
9606.ENSP00000364512	G6PC2	{'G6PC2'}	{'ENSG00000152254'}	{'Q9NQR9', 'Q6AHZ0', 'E9PAX2'}
9606.ENSP00000364515	BTBD17	{'BTBD17'}	{'ENSG00000204347'}	{'A6NE02'}
9606.ENSP00000364519	TFDP1	{'TFDP1'}	{'ENSG00000198176'}	{'Q14186', 'Q5JSB4', 'B4DLQ9', 'Q8IZL5'}
9606.ENSP00000364520	TAS1R2	{'TAS1R2'}	{'ENSG00000179002'}	{'Q8TE23', 'Q5TZ19'}
9606.ENSP00000364524	PAX7	{'PAX7'}	{'ENSG00000009709'}	{'P23759', 'Q0VA99', 'Q2PJS5', 'E9PFV9'}
9606.ENSP00000364526	KIAA1462	{'KIAA1462'}	{'ENSG00000165757'}	{'Q9P266', 'Q86WZ9', 'Q5HYA7', 'Q9BYJ2', 'Q5T992'}
9606.ENSP00000364543	SKIV2L	{'SKIV2L'}	{'ENSG00000204351'}	
9606.ENSP00000364550	KDM5C	{'KDM5C'}	{'ENSG00000126012'}	{'Q5JUX5', 'Q5JUX3', 'F5H3T1', 'B0QZ44', 'Q5JUX4', 'B4E3I2', 'Q7Z5S5', 'P41229'}
9606.ENSP00000364555	ACTL8	{'ACTL8'}	{'ENSG00000117148'}	{'Q13104', 'Q9H568', 'Q96M75'}
9606.ENSP00000364561	FAM120AOS	{'FAM120AOS'}	{'ENSG00000188938'}	{'A6NN20', 'Q5T036'}
9606.ENSP00000364567	ADPRHL1	{'ADPRHL1'}	{'ENSG00000153531'}	{'Q96GD1', 'Q5JUG2', 'Q8NDY3'}
9606.ENSP00000364568	C9orf129	{'C9orf129'}	{'ENSG00000204352'}	{'Q5T035'}
9606.ENSP00000364578	NELFE	{'NELFE'}	{'ENSG00000204356'}	{'A2BE08', 'B4DYX9', 'Q9NPK2', 'Q5JP74', 'Q96F56', 'B4DUN1', 'P18615', 'Q5JP75'}
9606.ENSP00000364579	GRTP1	{'GRTP1'}	{'ENSG00000139835'}	{'Q6P659', 'Q66K26', 'Q5TC63', 'Q9H695', 'B9A6K2', 'Q2M232', 'Q5TC64', 'Q8N528'}
9606.ENSP00000364585	RCC2	{'RCC2'}	{'ENSG00000179051'}	{'Q9BSN6', 'Q9NPV8', 'Q8IVL9', 'Q9P258'}
9606.ENSP00000364586	SCN2A	{'SCN2A'}	{'ENSG00000136531'}	{'Q53T77', 'Q9BZC9', 'Q14472', 'Q9BZD0', 'A6NC14', 'Q99250', 'A6NIQ5'}
9606.ENSP00000364589	CUL4A	{'CUL4A'}	{'ENSG00000139842'}	{'O75834', 'A2A2W2', 'Q6UP08', 'Q9UP17', 'Q5TC62', 'Q589T6', 'Q13619'}
9606.ENSP00000364591	TSPYL2	{'TSPYL2'}	{'ENSG00000184205'}	{'Q9H2G4', 'Q9BZW6', 'O94799', 'Q96DG7'}
9606.ENSP00000364595	NINJ1	{'NINJ1'}	{'ENSG00000131669'}	{'Q8WUV5', 'Q92982', 'Q6GU89', 'Q9BT07'}
9606.ENSP00000364597	PADI4	{'PADI4'}	{'ENSG00000159339'}	{'Q5VTZ8', 'Q70SX4', 'A8K392', 'Q9UM07', 'B2RBW0'}
9606.ENSP00000364603	BPIFA3	{'BPIFA3'}	{'ENSG00000131059'}	{'Q6NZ38', 'Q5JWG8', 'Q9BQP9'}
9606.ENSP00000364609	PADI3	{'PADI3'}	{'ENSG00000142619'}	{'Q9ULW8', 'Q58EY7', 'Q70SX5'}
9606.ENSP00000364613	C9orf89	{'C9orf89'}	{'ENSG00000165233'}	
9606.ENSP00000364620	PADI1	{'PADI1'}	{'ENSG00000142623'}	{'A1L4K6', 'Q70SX6', 'Q9ULC6'}
9606.ENSP00000364621	SUSD3	{'SUSD3'}	{'ENSG00000157303'}	{'Q6UXV7', 'Q49AA6', 'Q96L08'}
9606.ENSP00000364627	NXPE4	{'NXPE4'}	{'ENSG00000137634'}	{'Q6QDB4', 'Q9NXP5', 'Q6UWF7'}
9606.ENSP00000364631	FGD3	{'FGD3'}	{'ENSG00000127084'}	{'Q4VX84', 'Q8N5G1', 'Q7Z7D9', 'Q5JSP0', 'F8W7P2'}
9606.ENSP00000364632	BPIFB4	{'BPIFB4'}	{'ENSG00000186191'}	{'Q5TDX6', 'P59827'}
9606.ENSP00000364635	PADI2	{'PADI2'}	{'ENSG00000117115'}	{'Q9UPN2', 'Q96DA7', 'Q9Y2J8'}
9606.ENSP00000364639	RBM7	{'RBM7'}	{'ENSG00000076053'}	{'B2R6K8', 'Q9NUT4', 'Q9Y580'}
9606.ENSP00000364643	BPIFB3	{'BPIFB3'}	{'ENSG00000186190'}	{'Q5TDX7', 'P59826'}
9606.ENSP00000364649	SDHB	{'SDHB'}	{'ENSG00000117118'}	{'P21912', 'B2R545', 'Q0QEY7', 'Q9NQ12'}
9606.ENSP00000364650	LYZL1	{'LYZL1'}	{'ENSG00000120563'}	{'Q6UWQ5', 'Q8WW16', 'Q5T921'}
9606.ENSP00000364661	SPANXN5	{'SPANXN5'}	{'ENSG00000204363'}	{'Q5MJ07'}
9606.ENSP00000364677	ZBTB12	{'ZBTB12'}	{'ENSG00000204366'}	
9606.ENSP00000364678	EHMT2	{'EHMT2'}	{'ENSG00000204371'}	
9606.ENSP00000364683	BAMBI	{'BAMBI'}	{'ENSG00000095739'}	{'Q13145'}
9606.ENSP00000364685	MFAP2	{'MFAP2'}	{'ENSG00000117122'}	{'Q53X60', 'P55001', 'Q5JXY0'}
9606.ENSP00000364691	CROCC	{'CROCC'}	{'ENSG00000058453'}	{'Q66GT7', 'Q7Z5D7', 'Q5TZA2', 'Q7Z2L4', 'Q2VHY3'}
9606.ENSP00000364694	ASPN	{'ASPN'}	{'ENSG00000106819'}	{'Q9NXP3', 'Q96LD0', 'Q96K79', 'Q5TBF3', 'Q9BXN1'}
9606.ENSP00000364699	SDHD	{'SDHD'}	{'ENSG00000204370'}	{'E9PIG3', 'A6ND90', 'E9PIC0', 'B3KQQ8', 'O14521', 'Q6IRW2', 'E9PQI9', 'Q53XW5'}
9606.ENSP00000364700	OMD	{'OMD'}	{'ENSG00000127083'}	{'Q5TBF4', 'Q99983'}
9606.ENSP00000364709	F10	{'F10'}	{'ENSG00000126218'}	{'P00742', 'Q14340'}
9606.ENSP00000364721	MAPRE1	{'MAPRE1'}	{'ENSG00000101367'}	{'B2R6I7', 'E1P5M8', 'Q15691', 'Q3KQS8'}
9606.ENSP00000364731	F7	{'F7'}	{'ENSG00000057593'}	{'Q9UD53', 'Q14339', 'B0YJC8', 'Q5JVF2', 'Q9UD54', 'Q5JVF1', 'Q9UD52', 'P08709'}
9606.ENSP00000364737	CENPP	{'CENPP'}	{'ENSG00000188312'}	{'B3KS17', 'B3KRA5', 'Q6IPU0', 'Q5T9F9', 'Q5T9F8'}
9606.ENSP00000364742	FBXO42	{'FBXO42'}	{'ENSG00000037637'}	{'B3KP30', 'Q5TEU8', 'Q9BRM0', 'Q86XI0', 'Q6P3S6', 'Q8N5F8', 'Q9P2L4', 'Q8N3N4'}
9606.ENSP00000364749	RSG1	{'RSG1'}	{'ENSG00000132881'}	{'Q5TEV7', 'Q9BU20'}
9606.ENSP00000364752	XAGE1A	{'XAGE1A'}	{'ENSG00000204379'}	
9606.ENSP00000364765	LAYN	{'LAYN'}	{'ENSG00000204381'}	{'Q6UX15', 'A6NJB0', 'Q96NF3', 'Q96NC5', 'Q8TAY8', 'B4DJU0'}
9606.ENSP00000364766	XAGE1B	{'XAGE1B'}	{'ENSG00000204382'}	{'A6NJ94', 'Q5JPN8', 'Q5JPP3', 'Q969J6', 'Q8WWG5', 'Q9HD64', 'Q8WWG6', 'Q5JPP0'}
9606.ENSP00000364782	NEU1	{'NEU1'}	{'ENSG00000204386'}	
9606.ENSP00000364791	C6orf48	{'C6orf48'}	{'ENSG00000204387'}	
9606.ENSP00000364794	IARS	{'IARS'}	{'ENSG00000196305'}	{'P41252', 'Q7Z3T4', 'Q9H588', 'A8KAE9', 'Q5TCD0'}
9606.ENSP00000364801	HSPA1B	{'HSPA1B'}	{'ENSG00000204388'}	
9606.ENSP00000364802	HSPA1A	{'HSPA1A'}	{'ENSG00000204389'}	
9606.ENSP00000364805	HSPA1L	{'HSPA1L'}	{'ENSG00000204390'}	{'P34931', 'Q9UQM1', 'O75634', 'Q2HXR3', 'A6NNB0', 'Q96QC9', 'Q8NE72', 'B0UXW8'}
9606.ENSP00000364813	LSM2	{'LSM2'}	{'ENSG00000204392'}	
9606.ENSP00000364814	FAM131C	{'FAM131C'}	{'ENSG00000185519'}	{'Q96AQ9', 'Q5T5Q5', 'Q8N9P9', 'Q8N3X3'}
9606.ENSP00000364815	VARS	{'VARS'}	{'ENSG00000204394'}	
9606.ENSP00000364831	CLCNKB	{'CLCNKB'}	{'ENSG00000184908'}	{'B3KUY3', 'Q5T5Q7', 'Q5T5Q8', 'P51801'}
9606.ENSP00000364839	ASXL1	{'ASXL1'}	{'ENSG00000171456'}	{'Q9UFJ0', 'Q9NQF8', 'Q5JWS9', 'Q9UFP8', 'B2RP59', 'Q8IXJ9', 'Q9H466', 'Q9Y2I4', 'Q8IYY7'}
9606.ENSP00000364840	VWA7	{'VWA7'}	{'ENSG00000204396'}	{'Q96QC8', 'B0V041', 'Q5SSR5', 'A2BEX8', 'Q9Y334', 'A6NHR6', 'Q9UMP9'}
9606.ENSP00000364847	MAGED1	{'MAGED1'}	{'ENSG00000179222'}	{'Q5VSH6', 'Q9HBT4', 'Q9H352', 'Q8WY92', 'Q8IZ84', 'Q9Y5V3', 'Q9UF36'}
9606.ENSP00000364855	MSH5	{'MSH5'}	{'ENSG00000204410'}	
9606.ENSP00000364858	CARD16	{'CARD16'}	{'ENSG00000204397'}	{'Q5EG05', 'Q96RJ9'}
9606.ENSP00000364859	CARD17	{'CARD17'}	{'ENSG00000255221'}	{'Q5XLA6'}
9606.ENSP00000364860	ROR2	{'ROR2'}	{'ENSG00000169071'}	{'Q5SPI5', 'Q9HAY7', 'Q9HB61', 'Q01974', 'Q59GF5'}
9606.ENSP00000364864	KIF3B	{'KIF3B'}	{'ENSG00000101350'}	{'B4DSR5', 'B2RMP4', 'E1P5M5', 'O15066'}
9606.ENSP00000364883	AUH	{'AUH'}	{'ENSG00000148090'}	{'B1ALV7', 'Q8WUE4', 'Q13825', 'B1ALV8'}
9606.ENSP00000364885	ZBTB17	{'ZBTB17'}	{'ENSG00000116809'}	{'Q15932', 'Q5JYB2', 'A0AV07', 'Q9NUC9', 'B4DXB4', 'Q13105', 'B7ZLQ9', 'F5H411'}
9606.ENSP00000364886	RND3	{'RND3'}	{'ENSG00000115963'}	{'P61587', 'D3DP95', 'P52199'}
9606.ENSP00000364893	ARHGEF7	{'ARHGEF7'}	{'ENSG00000102606'}	{'Q3LIA4', 'Q5W9H0', 'B1ALK6', 'B1ALK8', 'Q6PII2', 'Q8N3M1', 'Q6P9G3', 'Q86W63', 'Q14155'}
9606.ENSP00000364902	POFUT1	{'POFUT1'}	{'ENSG00000101346'}	{'Q9BW76', 'E1P5M4', 'Q5W185', 'Q9H488', 'Q14685', 'A8K4R8'}
9606.ENSP00000364907	SYK	{'SYK'}	{'ENSG00000165025'}	{'P43405'}
9606.ENSP00000364912	SPEN	{'SPEN'}	{'ENSG00000065526'}	{'Q9UQ01', 'Q9Y556', 'Q96T58', 'Q9NWH5', 'Q9H9A8'}
9606.ENSP00000364919	DIRAS2	{'DIRAS2'}	{'ENSG00000165023'}	{'Q96HU8', 'B3KVM2'}
9606.ENSP00000364929	ING1	{'ING1'}	{'ENSG00000153487'}	{'O00532', 'Q9UIJ4', 'Q53ZR3', 'Q9UK52', 'Q9HD98', 'Q9UK53', 'Q9UIJ1', 'Q9UBC6', 'Q9UIJ3', 'Q5T9G9', 'Q9P0U6', 'Q5T9H1', 'Q9UIJ2', 'Q9NS83', 'O43658', 'Q5T9H0', 'Q9HD99', 'Q5T9G8', 'Q9H007'}
9606.ENSP00000364935	CLIC1	{'CLIC1'}	{'ENSG00000213719'}	
9606.ENSP00000364938	TMEM82	{'TMEM82'}	{'ENSG00000162460'}	{'Q5VVD4', 'B2RP27', 'A0PJX8'}
9606.ENSP00000364945	DDAH2	{'DDAH2'}	{'ENSG00000213722'}	
9606.ENSP00000364946	MKX	{'MKX'}	{'ENSG00000150051'}	{'B3KWM5', 'Q8IYA7'}
9606.ENSP00000364956	PLEKHM2	{'PLEKHM2'}	{'ENSG00000116786'}	{'Q9NTF7', 'Q6NUH9', 'Q8IWE5', 'Q96AY0', 'Q8N2T4', 'Q7L8G1', 'Q8IVT7', 'O94928', 'Q5VT65'}
9606.ENSP00000364964	C6orf25	{'C6orf25'}	{'ENSG00000204420'}	
9606.ENSP00000364965	SECISBP2	{'SECISBP2'}	{'ENSG00000187742'}	{'Q8IYC0', 'Q96T21', 'F8W892', 'Q7L1Z0', 'Q9H0A1', 'Q5HYY1'}
9606.ENSP00000364976	CKS2	{'CKS2'}	{'ENSG00000123975'}	{'Q6FGI9', 'Q6LET5', 'P33552'}
9606.ENSP00000364978	LY6G6C	{'LY6G6C'}	{'ENSG00000204421'}	
9606.ENSP00000364979	COL4A1	{'COL4A1'}	{'ENSG00000187498'}	{'P02462', 'B1AM70', 'Q9NYC5', 'A7E2W4', 'Q86X41', 'Q1P9S9', 'Q8NF88', 'Q5VWF6'}
9606.ENSP00000364985	LY6G6D	{'LY6G6D'}	{'ENSG00000244355'}	
9606.ENSP00000364986	AGMAT	{'AGMAT'}	{'ENSG00000116771'}	{'Q9H5J3', 'Q9BSE5', 'Q5TDH1'}
9606.ENSP00000364992	LY6G6F	{'LY6G6F'}	{'ENSG00000204424'}	
9606.ENSP00000364995	SHC3	{'SHC3'}	{'ENSG00000148082'}	{'Q9UCX5', 'Q8TAP2', 'Q5T7I7', 'Q92529'}
9606.ENSP00000365005	MAP3K19	{'MAP3K19'}	{'ENSG00000176601'}	{'Q56UN2', 'Q56UN1', 'Q8N4E9', 'B7ZMH9', 'B2RP57', 'Q56UN4', 'Q56UN5', 'Q9H5T2', 'Q56UN3', 'E2QRE3'}
9606.ENSP00000365006	S1PR3	{'S1PR3'}	{'ENSG00000213694'}	{'Q5SQD8', 'Q99500', 'Q7Z5I2'}
9606.ENSP00000365007	DNAJC16	{'DNAJC16'}	{'ENSG00000116138'}	{'Q68D57', 'Q86X32', 'Q8N5P4', 'Q9Y2G8'}
9606.ENSP00000365014	NXNL2	{'NXNL2'}	{'ENSG00000130045'}	{'Q5VZ03', 'Q8TBG6', 'B1AMD0'}
9606.ENSP00000365016	IRS2	{'IRS2'}	{'ENSG00000185950'}	{'Q9BZG0', 'Q96RR2', 'Q9Y6I5', 'Q9Y4H2'}
9606.ENSP00000365019	SPIN1	{'SPIN1'}	{'ENSG00000106723'}	{'Q7KZJ8', 'Q9GZT2', 'Q9Y657', 'Q9H0N7', 'B3KRQ4', 'A8K0X6'}
9606.ENSP00000365024	LY6G5B	{'LY6G5B'}	{'ENSG00000240053'}	{'B0UZ65', 'Q8NDX9', 'Q5SQ62', 'B0UXB2', 'Q9UMQ0', 'Q5SST3', 'B7ZCA3', 'Q9UKT0', 'B0UZP8'}
9606.ENSP00000365042	CSNK2B	{'CSNK2B'}	{'ENSG00000204435'}	{'B0UXA9', 'P13862', 'P67870', 'P07312', 'Q4VX47'}
9606.ENSP00000365048	TNFSF13B	{'TNFSF13B'}	{'ENSG00000102524'}	{'Q6FHD6', 'E0ADT7', 'Q9Y275', 'Q7Z5J2'}
9606.ENSP00000365063	ABHD13	{'ABHD13'}	{'ENSG00000139826'}	{'Q7L211', 'Q8NBW1', 'Q96JX9', 'B3KWE7'}
9606.ENSP00000365071	GPANK1	{'GPANK1'}	{'ENSG00000204438'}	
9606.ENSP00000365075	CELA2B	{'CELA2B'}	{'ENSG00000215704'}	{'Q96QV5', 'P08218', 'Q6ISM5', 'Q14D16'}
9606.ENSP00000365076	C6orf47	{'C6orf47'}	{'ENSG00000204439'}	{'Q95IG0', 'Q5SSS6', 'B0UXA1', 'B0UZ50', 'O95873'}
9606.ENSP00000365080	FAM155A	{'FAM155A'}	{'ENSG00000204442'}	{'B7Z334', 'B1AL88', 'B2RUV1'}
9606.ENSP00000365081	APOM	{'APOM'}	{'ENSG00000204444'}	
9606.ENSP00000365107	MASTL	{'MASTL'}	{'ENSG00000120539'}	{'Q96GX5', 'Q8NCD6', 'Q5T8D7', 'Q5T8D5', 'Q96SJ5'}
9606.ENSP00000365108	C9orf170	{'C9orf170'}	{'ENSG00000204446'}	{'A2RU37'}
9606.ENSP00000365116	CTRC	{'CTRC'}	{'ENSG00000162438'}	{'O00765', 'Q9NUH5', 'A8K082', 'Q99895'}
9606.ENSP00000365130	ZCCHC6	{'ZCCHC6'}	{'ENSG00000083223'}	{'Q96N57', 'Q9C0F2', 'Q9H8M6', 'Q5VYS5', 'Q5VYS8', 'Q659A2', 'Q5VYS7', 'Q658Z9', 'Q96NE8', 'Q6MZJ3', 'Q5H9T0', 'Q8N5F0'}
9606.ENSP00000365131	BAG6	{'BAG6'}	{'ENSG00000204463'}	
9606.ENSP00000365145	FOXS1	{'FOXS1'}	{'ENSG00000179772'}	{'O43638', 'Q96D28'}
9606.ENSP00000365147	EFHD2	{'EFHD2'}	{'ENSG00000142634'}	{'Q5JYW9', 'Q96C19'}
9606.ENSP00000365159	ISCA1	{'ISCA1'}	{'ENSG00000135070'}	{'B4DJI5', 'Q8ND75', 'Q9BZR2', 'Q9BUE6', 'B3KP34'}
9606.ENSP00000365160	NUDT11	{'NUDT11'}	{'ENSG00000196368'}	{'Q9NVN0', 'Q96G61'}
9606.ENSP00000365162	MYLK2	{'MYLK2'}	{'ENSG00000101306'}	{'Q9H1R3', 'Q569L1', 'Q96I84'}
9606.ENSP00000365172	KDELC1	{'KDELC1'}	{'ENSG00000134901'}	{'Q9BVD2', 'Q53HL3', 'Q6UW63'}
9606.ENSP00000365173	C1orf195	{'C1orf195'}	{'ENSG00000204464'}	{'Q5TG92'}
9606.ENSP00000365174	NUDT10	{'NUDT10'}	{'ENSG00000122824'}	{'A8K7D7', 'Q86VK1', 'Q86VR0', 'Q8NFP7', 'D3DX69'}
9606.ENSP00000365188	SHROOM4	{'SHROOM4'}	{'ENSG00000158352'}	{'Q96LA0', 'D6RFW0', 'Q9ULL8', 'A7E2X9'}
9606.ENSP00000365198	KAZN	{'KAZN'}	{'ENSG00000189337'}	{'Q674X4', 'Q9UIL2', 'Q9UPX4', 'Q674X7', 'Q8IYN7', 'Q674X6', 'B0QYQ0', 'B1AK78', 'Q6ZUD1', 'Q8N409', 'Q5TGF1'}
9606.ENSP00000365200	TEX30	{'TEX30'}	{'ENSG00000151287'}	{'Q5JUR8', 'Q96KZ8', 'Q5JUR7'}
9606.ENSP00000365201	PRRC2A	{'PRRC2A'}	{'ENSG00000204469'}	
9606.ENSP00000365210	CCNB3	{'CCNB3'}	{'ENSG00000147082'}	{'Q8WWL7', 'B1AQI6', 'Q96SB5', 'Q96SB7', 'Q96SB6', 'B1AQI5', 'Q9NT38'}
9606.ENSP00000365227	AIF1	{'AIF1'}	{'ENSG00000204472'}	
9606.ENSP00000365233	TPP2	{'TPP2'}	{'ENSG00000134900'}	{'Q5VZU8', 'P29144'}
9606.ENSP00000365243	COX4I2	{'COX4I2'}	{'ENSG00000131055'}	{'Q6GTF4', 'Q96KJ9', 'Q9H0Z4'}
9606.ENSP00000365253	LRRC38	{'LRRC38'}	{'ENSG00000162494'}	{'Q96B32', 'Q5VT99'}
9606.ENSP00000365255	ANKRD26	{'ANKRD26'}	{'ENSG00000107890'}	{'Q9NSK9', 'Q9NW69', 'Q9UPS8', 'Q9H1Q1', 'Q9NTD5', 'A6NH29', 'Q2TAZ3', 'Q6ZR14'}
9606.ENSP00000365256	CLCN5	{'CLCN5'}	{'ENSG00000171365'}	{'P51795', 'Q7RTN8', 'A1L475', 'Q5JQD5', 'B3KPN6'}
9606.ENSP00000365261	LST1	{'LST1'}	{'ENSG00000204482'}	
9606.ENSP00000365266	PRAMEF17	{'PRAMEF17'}	{'ENSG00000204479'}	{'Q5VTA0', 'B2RUU4'}
9606.ENSP00000365269	PRAMEF19	{'PRAMEF19'}	{'ENSG00000204480'}	
9606.ENSP00000365272	DLG2	{'DLG2'}	{'ENSG00000150672'}	{'Q6ZTA8', 'Q59G57', 'Q68CQ8', 'Q5H9Q4', 'B7WNY8', 'Q15700', 'F8W9V6'}
9606.ENSP00000365280	ID1	{'ID1'}	{'ENSG00000125968'}	{'Q9H0Z5', 'Q16377', 'O00652', 'Q9H109', 'Q5TE66', 'Q5TE67', 'A8K537', 'Q969Z7', 'P41134', 'E1P5L4', 'Q16371', 'O00651'}
