Ensembl_ID	Preferred_name	Ensembl_HGNC	Ensembl_gene	Ensembl_UniProt_AC
9606.ENSP00000366413	POU4F1	{'POU4F1'}	{'ENSG00000152192'}	{'Q01851', 'Q15318', 'Q5T227', 'Q14986'}
9606.ENSP00000366416	EDNRB	{'EDNRB'}	{'ENSG00000136160'}	{'O15343', 'Q9UQK3', 'Q8NHM7', 'Q8NHM6', 'Q9UD23', 'A8K3T4', 'A2A2Z8', 'P24530', 'Q5W0G9', 'Q8NHM9', 'Q8NHM8', 'Q59GB1'}
9606.ENSP00000366430	LZIC	{'LZIC'}	{'ENSG00000162441'}	{'Q96IU1', 'Q8WZA0', 'B2R6F0', 'B4E2N0'}
9606.ENSP00000366434	UIMC1	{'UIMC1'}	{'ENSG00000087206'}	{'Q9UHX7', 'Q7Z3W7', 'B4E3N2', 'Q9BZR5', 'B3KMZ1', 'Q96RL1', 'Q5XKQ1', 'Q8N5B9', 'Q9BZR1', 'A8MSA1'}
9606.ENSP00000366452	SNX15	{'SNX15'}	{'ENSG00000110025'}	{'E5KQS6', 'Q9NRS6', 'Q9NRS5'}
9606.ENSP00000366460	PLXDC2	{'PLXDC2'}	{'ENSG00000120594'}	{'Q96SU9', 'Q96E59', 'Q96PD9', 'Q6UX71'}
9606.ENSP00000366465	ZKSCAN3	{'ZKSCAN3'}	{'ENSG00000189298'}	{'Q92972', 'B2R8W2', 'H7BXX1', 'Q9H4T3', 'Q9BRR0', 'Q5VXH3', 'B3KVC0'}
9606.ENSP00000366474	CTNNBIP1	{'CTNNBIP1'}	{'ENSG00000178585'}	{'Q5T4V2', 'Q9NSA3'}
9606.ENSP00000366475	ATG2A	{'ATG2A'}	{'ENSG00000110046'}	{'Q14DM2', 'O43154', 'Q8TAI8', 'Q7Z6K8', 'Q2TAZ0', 'Q6ZTV2', 'Q8IVY5', 'Q96HH7'}
9606.ENSP00000366482	FXN	{'FXN'}	{'ENSG00000165060'}	{'Q15294', 'O95656', 'O15545', 'Q16595', 'Q5VZ01', 'C9JJ89', 'A8MXJ6'}
9606.ENSP00000366487	ARL5B	{'ARL5B'}	{'ENSG00000165997'}	{'Q96KC2'}
9606.ENSP00000366488	PRKACG	{'PRKACG'}	{'ENSG00000165059'}	{'O60850', 'Q5VZ02', 'P22612', 'Q86YI1'}
9606.ENSP00000366506	HRH2	{'HRH2'}	{'ENSG00000113749'}	{'Q14464', 'B5BUP7', 'P25021', 'Q7Z5R9'}
9606.ENSP00000366509	ZKSCAN4	{'ZKSCAN4'}	{'ENSG00000187626'}	{'Q5U7L4', 'Q969J2', 'B2RE32'}
9606.ENSP00000366513	CLSTN1	{'CLSTN1'}	{'ENSG00000171603'}	{'Q5SR52', 'Q5UE58', 'O94985', 'Q8N4K9', 'A8K183', 'Q71MN0'}
9606.ENSP00000366519	NSUN6	{'NSUN6'}	{'ENSG00000241058'}	{'B0YJ54', 'Q8TEA1'}
9606.ENSP00000366522	ARHGAP39	{'ARHGAP39'}	{'ENSG00000147799'}	{'Q9C0H5', 'B4E1I1'}
9606.ENSP00000366525	FTL	{'FTL'}	{'ENSG00000087086'}	{'Q7Z2W1', 'Q86WI9', 'Q8WU07', 'Q96CU0', 'Q6IBT7', 'P02792', 'B2R4B9', 'Q9BTZ8', 'Q96AU9'}
9606.ENSP00000366527	ZSCAN16	{'ZSCAN16'}	{'ENSG00000196812'}	{'Q9H6K2', 'Q9H4T2'}
9606.ENSP00000366528	TMEM252	{'TMEM252'}	{'ENSG00000181778'}	{'Q8N6L7'}
9606.ENSP00000366534	FOXH1	{'FOXH1'}	{'ENSG00000160973'}	{'D3DWM4', 'O75593'}
9606.ENSP00000366542	ZNF165	{'ZNF165'}	{'ENSG00000197279'}	{'P49910'}
9606.ENSP00000366549	ST3GAL5	{'ST3GAL5'}	{'ENSG00000115525'}	{'B3KM82', 'Q6NZX4', 'Q6YFL1', 'Q9UNP4', 'O94902', 'Q53QU1', 'D6W5L9'}
9606.ENSP00000366557	CRNKL1	{'CRNKL1'}	{'ENSG00000101343'}	{'Q9GZW7', 'Q9H8F8', 'Q9NYD8', 'Q8WYI5', 'Q5JY64', 'A8K9T4', 'Q9BZJ2', 'Q9BZJ0', 'Q9BZJ1', 'Q9BZI9', 'Q9NQH5'}
9606.ENSP00000366563	PIK3CD	{'PIK3CD'}	{'ENSG00000171608'}	{'O15445', 'G1FFP1', 'Q5SR49', 'O00329', 'A6NCG0'}
9606.ENSP00000366565	VPS28	{'VPS28'}	{'ENSG00000160948'}	{'Q86VK0', 'Q9UK41'}
9606.ENSP00000366582	FAM196B	{'FAM196B'}	{'ENSG00000204767'}	{'A6NMK8'}
9606.ENSP00000366586	SLC39A12	{'SLC39A12'}	{'ENSG00000148482'}	{'F5GX72', 'Q96NN4', 'B7ZL35', 'C9JJL4', 'Q4G0L3', 'B7Z2Y9', 'Q504Y0', 'Q5VWV9', 'Q49AN8', 'Q5VWV8', 'Q6NZY5'}
9606.ENSP00000366604	SF1	{'SF1'}	{'ENSG00000168066'}	{'Q14819', 'C9JJE2', 'Q15637', 'Q92745', 'Q14818', 'Q15913', 'Q9UEI0', 'B7Z1Q1', 'Q969H7', 'Q9BW01', 'Q8IY00', 'Q92744'}
9606.ENSP00000366608	CBWD7	{'CBWD7'}	{'ENSG00000215126'}	{'Q4V339'}
9606.ENSP00000366612	CBWD5	{'CBWD5'}	{'ENSG00000147996'}	{'B4DNG9', 'Q5JTY5', 'Q6VB91'}
9606.ENSP00000366617	CBWD1	{'CBWD1'}	{'ENSG00000172785'}	{'Q5VVK2', 'Q9BY38', 'Q9NYD0', 'A2RU55', 'Q7Z5Z0', 'Q49AJ1', 'Q9BRT8', 'B0AZR4', 'Q7Z652', 'Q6VBU6', 'A8K3N3'}
9606.ENSP00000366618	HIST1H2BL	{'HIST1H2BL'}	{'ENSG00000185130'}	{'B2R5A3', 'Q99880', 'Q52LW9'}
9606.ENSP00000366628	GPR157	{'GPR157'}	{'ENSG00000180758'}	{'Q5UAW9', 'Q8WWB8', 'Q9HA73', 'A2A334'}
9606.ENSP00000366630	FOXD4L4	{'FOXD4L4'}	{'ENSG00000184659'}	{'Q8WXT5', 'Q5RIB4', 'Q6VB85'}
9606.ENSP00000366637	FOXD4L5	{'FOXD4L5'}	{'ENSG00000204779'}	{'Q5VV16'}
9606.ENSP00000366641	SLC2A5	{'SLC2A5'}	{'ENSG00000142583'}	{'Q5T977', 'Q14770', 'P22732', 'Q8IVB3'}
9606.ENSP00000366645	SCP2D1	{'SCP2D1'}	{'ENSG00000132631'}	{'Q9UJQ7', 'Q548A4'}
9606.ENSP00000366654	CA6	{'CA6'}	{'ENSG00000131686'}	{'Q96QX8', 'P23280', 'Q5FC00', 'Q9UF03', 'Q5FBW3', 'E7EMQ1'}
9606.ENSP00000366672	DTD1	{'DTD1'}	{'ENSG00000125821'}	{'D3DW37', 'Q8TEA8', 'A8K5X5', 'Q9BW67', 'Q8WXU8', 'Q5W184', 'Q496D1', 'Q9H474', 'Q9H464'}
9606.ENSP00000366673	CLN5	{'CLN5'}	{'ENSG00000102805'}	{'O75503', 'B3KQK7'}
9606.ENSP00000366679	HIST1H2AH	{'HIST1H2AH'}	{'ENSG00000274997'}	{'Q96KK5'}
9606.ENSP00000366682	IRG1	{'IRG1'}	{'ENSG00000102794'}	{'A6NK06'}
9606.ENSP00000366690	SPATC1	{'SPATC1'}	{'ENSG00000186583'}	{'Q7Z6L7', 'Q76KD6', 'B4DWW9', 'Q5U5I8'}
9606.ENSP00000366694	KCTD12	{'KCTD12'}	{'ENSG00000178695'}	{'Q96CX2'}
9606.ENSP00000366702	ERRFI1	{'ERRFI1'}	{'ENSG00000116285'}	{'B2RDX9', 'Q9UD05', 'Q9UJM3', 'Q9NTG9'}
9606.ENSP00000366715	TMEM236	{'TMEM236'}	{'ENSG00000148483'}	{'B2RXH7', 'Q5W0B7'}
9606.ENSP00000366746	STAM	{'STAM'}	{'ENSG00000136738'}	{'D3DRU5', 'Q8N6D9', 'Q92783', 'B0YJ99'}
9606.ENSP00000366748	AUP1	{'AUP1'}	{'ENSG00000115307'}	
9606.ENSP00000366765	FAM27C	{'FAM27C'}	{'ENSG00000154537'}	{'Q5VT28'}
9606.ENSP00000366789	LBX2	{'LBX2'}	{'ENSG00000179528'}	{'Q7Z5Y8', 'Q6XYB7'}
9606.ENSP00000366797	SLC22A12	{'SLC22A12'}	{'ENSG00000197891'}	{'B7WPG1', 'G3XAN7', 'Q6UXW3', 'Q96DT2', 'Q19PG0', 'Q19PF7', 'Q19PF8', 'Q19PF9', 'Q96S37'}
9606.ENSP00000366798	HMGN4	{'HMGN4'}	{'ENSG00000182952'}	{'O00479', 'Q53XL9', 'B2R4I6'}
9606.ENSP00000366800	DNAJC11	{'DNAJC11'}	{'ENSG00000007923'}	{'Q5VZN0', 'Q6PK70', 'Q6PK20', 'Q96CL7', 'Q4VWF5', 'Q8NDM2', 'Q9NVH1'}
9606.ENSP00000366819	UCHL3	{'UCHL3'}	{'ENSG00000118939'}	{'P15374', 'Q5TBK8', 'B2R970', 'Q6IBE9'}
9606.ENSP00000366826	ANKRD20A2	{'ANKRD20A2'}	{'ENSG00000183148'}	{'Q5SQ80'}
9606.ENSP00000366827	ST8SIA6	{'ST8SIA6'}	{'ENSG00000148488'}	{'B0YJ97', 'P61647', 'B9EH72', 'Q5VZH4'}
9606.ENSP00000366828	POLR3F	{'POLR3F'}	{'ENSG00000132664'}	{'O15319', 'A8K4C7', 'Q9H1D9'}
9606.ENSP00000366843	ATXN2	{'ATXN2'}	{'ENSG00000204842'}	{'Q24JQ7', 'Q99700', 'A6NLD4', 'Q6ZQZ7', 'Q99493'}
9606.ENSP00000366863	TBC1D4	{'TBC1D4'}	{'ENSG00000136111'}	{'B4E235', 'B6ETN9', 'Q68D14', 'Q5W0B9', 'B4DU25', 'O60343', 'A7E2X8', 'B6ETN8'}
9606.ENSP00000366875	SPATA31A1	{'SPATA31A1'}	{'ENSG00000204849'}	{'Q5RGS2', 'Q5TZJ5'}
9606.ENSP00000366876	PHF13	{'PHF13'}	{'ENSG00000116273'}	{'B3KUQ7', 'Q5TH65', 'Q86YI8', 'Q59FB6', 'Q9UJP2', 'Q8N551'}
9606.ENSP00000366886	KLHL21	{'KLHL21'}	{'ENSG00000162413'}	{'Q5SY26', 'O75057', 'Q8NF10', 'B3KQP2', 'Q5SY28', 'Q9UJP4', 'Q8N4I6'}
9606.ENSP00000366897	KLF12	{'KLF12'}	{'ENSG00000118922'}	{'Q9UHZ0', 'L0R3J4', 'A8K5T2', 'Q9Y4X4', 'Q5VZM7'}
9606.ENSP00000366898	HIF3A	{'HIF3A'}	{'ENSG00000124440'}	{'Q66K72', 'I6L988', 'Q9HAI2', 'B4DNA2', 'Q9H7Z9', 'Q58A43', 'B0M185', 'Q96K34', 'Q8WXA1', 'Q9Y2N7'}
9606.ENSP00000366901	FAM216A	{'FAM216A'}	{'ENSG00000204856'}	{'Q99776', 'A6NH30', 'Q8WUB2'}
9606.ENSP00000366902	ZBTB48	{'ZBTB48'}	{'ENSG00000204859'}	{'Q5SY19', 'P10074'}
9606.ENSP00000366915	KLF5	{'KLF5'}	{'ENSG00000102554'}	{'Q9UHP8', 'L0R3U5', 'A2TJX0', 'Q13887', 'L0R4T9'}
9606.ENSP00000366923	IGFBPL1	{'IGFBPL1'}	{'ENSG00000137142'}	{'Q8WX77'}
9606.ENSP00000366926	IGFL4	{'IGFL4'}	{'ENSG00000204869'}	{'Q6B9Z1'}
9606.ENSP00000366927	ALDH1B1	{'ALDH1B1'}	{'ENSG00000137124'}	{'B2R8F0', 'Q8WX76', 'Q9BV45', 'P30837'}
9606.ENSP00000366934	NOL9	{'NOL9'}	{'ENSG00000162408'}	{'Q7L4D6', 'Q2NL84', 'Q5SY16', 'Q9H5L4', 'Q4VBY3', 'Q96EE0', 'Q6P472'}
9606.ENSP00000366936	SHB	{'SHB'}	{'ENSG00000107338'}	{'D3DRQ5', 'Q504U5', 'Q15464', 'Q5VUM8', 'B9EGM0'}
9606.ENSP00000366939	MGME1	{'MGME1'}	{'ENSG00000125871'}	{'B2RDG5', 'Q9BQP7', 'D3DW29', 'Q96SW3'}
9606.ENSP00000366942	SLC36A3	{'SLC36A3'}	{'ENSG00000186334'}	{'Q7Z6B4', 'Q6ZMU7', 'Q6ZRU4', 'Q495N2', 'Q495N3'}
9606.ENSP00000366945	SLC25A51	{'SLC25A51'}	{'ENSG00000122696'}	{'Q9H1U9'}
9606.ENSP00000366950	KRTAP9-2	{'KRTAP9-2'}	{'ENSG00000239886'}	{'Q6ISF6', 'Q17RK8', 'Q9BYQ4', 'Q2TB15'}
9606.ENSP00000366953	DCAF10	{'DCAF10'}	{'ENSG00000122741'}	{'Q96ET5', 'Q32NE2', 'A4VCJ5', 'Q8N2Q5', 'Q5QP82', 'Q9BTQ5', 'Q9H5P6'}
9606.ENSP00000366955	KRTAP4-2	{'KRTAP4-2'}	{'ENSG00000244537'}	{'A0JP64', 'Q9BYR5'}
9606.ENSP00000366956	HIST1H4H	{'HIST1H4H'}	{'ENSG00000158406'}	
9606.ENSP00000366962	HIST1H2BI	{'HIST1H2BI'}	{'ENSG00000278588'}	
9606.ENSP00000366970	GPR20	{'GPR20'}	{'ENSG00000204882'}	{'Q17R96', 'Q99678'}
9606.ENSP00000366974	HIST1H4B	{'HIST1H4B'}	{'ENSG00000278705'}	
9606.ENSP00000366976	KRTAP1-4	{'KRTAP1-4'}	{'ENSG00000204887'}	{'A6NJ92', 'P0C5Y4'}
9606.ENSP00000366984	KRT40	{'KRT40'}	{'ENSG00000204889'}	{'Q6A162', 'Q6IFU5'}
9606.ENSP00000366997	DIS3	{'DIS3'}	{'ENSG00000083520'}	{'Q658Z7', 'Q8WWI2', 'Q5W0P7', 'Q9UG36', 'B2RBL2', 'Q5W0P8', 'Q7Z481', 'A6NI21', 'Q9Y2L1'}
9606.ENSP00000366998	SNX5	{'SNX5'}	{'ENSG00000089006'}	{'Q52LC4', 'Q9Y5X3', 'D3DW26', 'Q9BWP0', 'B7ZKN3', 'Q7KZN0'}
9606.ENSP00000366999	HIST1H3D	{'HIST1H3D'}	{'ENSG00000197409'}	{'A0PJT7', 'P02295', 'P02296', 'P68431', 'Q6NXU4', 'Q6NWP8', 'Q6NWP9', 'Q71DJ3', 'Q93081', 'Q6ISV8', 'A5PLR1', 'P16106'}
9606.ENSP00000367001	DPP6	{'DPP6'}	{'ENSG00000130226'}	{'P42658'}
9606.ENSP00000367013	TNFRSF25	{'TNFRSF25'}	{'ENSG00000215788'}	{'Q93038', 'Q99830', 'Q93036', 'O00278', 'Q93037', 'O00280', 'O00275', 'B1ALX3', 'Q99722', 'P78507', 'O00277', 'P78515', 'Q99831', 'O14866', 'Q9BY86', 'Q92983', 'Q9UME0', 'Q9UME5', 'B7ZLL7', 'Q17RU4', 'O14865', 'O00279', 'B1ALX2', 'Q9UME1', 'O00276'}
9606.ENSP00000367022	HIST1H2AC	{'HIST1H2AC'}	{'ENSG00000180573'}	{'O00777', 'O00778', 'O00776', 'B2R4F7', 'Q540R1', 'Q93077', 'O00775'}
9606.ENSP00000367024	NAA40	{'NAA40'}	{'ENSG00000110583'}	{'Q5HYL5', 'B4DR03', 'Q86UY6', 'B4DU10', 'Q9H897'}
9606.ENSP00000367028	TCOF1	{'TCOF1'}	{'ENSG00000070814'}	{'A0JLU0', 'Q96A52', 'Q6SC72', 'Q7Z5W9', 'Q99408', 'Q99860', 'Q13428', 'B4E111'}
9606.ENSP00000367029	POLR1E	{'POLR1E'}	{'ENSG00000137054'}	{'Q5VZT3', 'Q9GZS1', 'Q8NBA9', 'Q96L20'}
9606.ENSP00000367030	TRDMT1	{'TRDMT1'}	{'ENSG00000107614'}	{'B0YJ07', 'O43669', 'B0YJ03', 'Q86WW6', 'O14717', 'B0YJ02', 'B0YJ08'}
9606.ENSP00000367032	PLCXD3	{'PLCXD3'}	{'ENSG00000182836'}	{'A6NL04', 'Q63HM9'}
9606.ENSP00000367034	HIST1H4C	{'HIST1H4C'}	{'ENSG00000197061'}	{'P62805', 'Q6DRA9', 'P02305', 'P02304', 'Q6NWP7', 'A2VCL0', 'Q6FGB8'}
9606.ENSP00000367038	RRBP1	{'RRBP1'}	{'ENSG00000125844'}	{'Q96SB2', 'A2A2S6', 'A6NCN6', 'Q9BWP1', 'Q9H476', 'Q5W165', 'O75301', 'O75300', 'Q9P2E9'}
9606.ENSP00000367049	MZT1	{'MZT1'}	{'ENSG00000204899'}	{'Q08AG7', 'Q5W0P5'}
9606.ENSP00000367050	RTN3	{'RTN3'}	{'ENSG00000133318'}	{'O95197', 'Q6T930', 'Q5UEP2', 'Q496K2', 'F5H774', 'Q7RTM8', 'B7Z4M0', 'Q7RTN3', 'Q53GN3', 'B3KQS2', 'Q59EP0', 'B7Z308', 'Q7RTM7', 'Q147U9'}
9606.ENSP00000367059	ESPN	{'ESPN'}	{'ENSG00000187017'}	{'Q9H0A2', 'B1AK53', 'Q6XYB2', 'Q9Y329'}
9606.ENSP00000367064	CUBN	{'CUBN'}	{'ENSG00000107611'}	{'B0YIZ4', 'Q96RU9', 'Q5VTA6', 'O60494'}
9606.ENSP00000367065	HES2	{'HES2'}	{'ENSG00000069812'}	{'Q9Y542', 'Q96EN4', 'Q9Y543', 'A2RTZ9'}
9606.ENSP00000367069	ZFAT	{'ZFAT'}	{'ENSG00000066827'}	{'Q75PJ9', 'Q9P243', 'Q75PJ6', 'Q86X64', 'E9PER3', 'Q3MIM5', 'Q6PJ01', 'B7ZL15', 'Q75PJ7'}
9606.ENSP00000367075	KLHL1	{'KLHL1'}	{'ENSG00000150361'}	{'Q9NR64', 'Q9P238', 'Q9H4X4', 'Q9NR65', 'Q5VZ64', 'A8K5X0'}
9606.ENSP00000367081	SLC17A2	{'SLC17A2'}	{'ENSG00000112337'}	{'Q5TB84', 'O00624', 'Q76P85', 'A6NLD6', 'A6NK81'}
9606.ENSP00000367086	ACOT7	{'ACOT7'}	{'ENSG00000097021'}	{'Q5TGR4', 'Q5JYL3', 'A8K0K7', 'Q5JYL6', 'Q5JYL4', 'Q9Y540', 'O43703', 'Q9Y539', 'Q9UJM9', 'A8K232', 'A8K6B8', 'Q53Y78', 'Q5JYL2', 'A8K837', 'O00154', 'Q5JYL5', 'B3KQ12'}
9606.ENSP00000367096	PCDH9	{'PCDH9'}	{'ENSG00000184226'}	{'Q7Z3U0', 'A2A6U1', 'Q5VT83', 'Q8N3K7', 'Q9HC56'}
9606.ENSP00000367102	SLC22A6	{'SLC22A6'}	{'ENSG00000197901'}	{'Q9NQA6', 'Q4U2R8', 'Q9NQC2', 'O95187', 'Q7LDA0', 'O95742', 'B2D0R6', 'Q9UBG6', 'Q9UEQ8', 'A8MY93', 'Q8N192'}
9606.ENSP00000367104	BFSP1	{'BFSP1'}	{'ENSG00000125864'}	{'Q8IVZ6', 'O95676', 'O76034', 'Q9HBX4', 'F5H0G1', 'O43595', 'Q12934'}
9606.ENSP00000367123	SLC3A2	{'SLC3A2'}	{'ENSG00000168003'}	{'P08195', 'Q13543'}
9606.ENSP00000367125	GPR153	{'GPR153'}	{'ENSG00000158292'}	{'Q6AHW8', 'Q86SP8', 'Q5TGR5', 'Q6NV75'}
9606.ENSP00000367130	HES3	{'HES3'}	{'ENSG00000173673'}	{'Q5TGS0', 'Q5TGS1'}
9606.ENSP00000367137	SLC17A4	{'SLC17A4'}	{'ENSG00000146039'}	{'E7EU17', 'E7EPE8', 'Q32MB8', 'Q9Y2C5', 'Q32MB7', 'B4DDV9'}
9606.ENSP00000367139	SPINK9	{'SPINK9'}	{'ENSG00000204909'}	{'Q5DT21', 'B2RPN9'}
9606.ENSP00000367151	PCDH17	{'PCDH17'}	{'ENSG00000118946'}	{'O14917', 'A8K1R5', 'Q5VVX0', 'Q5VVW9'}
9606.ENSP00000367154	RSU1	{'RSU1'}	{'ENSG00000148484'}	{'A8KA46', 'D3DRU3', 'Q15404', 'Q6FI17'}
9606.ENSP00000367157	LRRC3C	{'LRRC3C'}	{'ENSG00000204913'}	{'A6NJW4'}
9606.ENSP00000367163	PRR20B	{'PRR20B'}	{'ENSG00000204918'}	
9606.ENSP00000367164	PRR20A	{'PRR20A'}	{'ENSG00000204919'}	{'P86496', 'Q8N7V5'}
9606.ENSP00000367172	GKN1	{'GKN1'}	{'ENSG00000169605'}	{'Q9NS71', 'Q8IUA9'}
9606.ENSP00000367173	RNF207	{'RNF207'}	{'ENSG00000158286'}	{'A2VCM8', 'Q96MP2', 'Q6ZRF8', 'Q5TGS6', 'Q6ZS63', 'B4DFR6'}
9606.ENSP00000367177	PCDH8	{'PCDH8'}	{'ENSG00000136099'}	{'O95206', 'Q96SF1', 'B4DMV7', 'Q8IYE9', 'Q5TAN2', 'Q5TAN1'}
9606.ENSP00000367185	LYPD5	{'LYPD5'}	{'ENSG00000159871'}	{'Q96DR2', 'Q6PEX9', 'Q6UWN5'}
9606.ENSP00000367193	FBXO48	{'FBXO48'}	{'ENSG00000204923'}	{'Q5FWF7'}
9606.ENSP00000367196	GLIPR2	{'GLIPR2'}	{'ENSG00000122694'}	{'Q8WWC9', 'Q8WX36', 'Q9H4G4', 'Q8N2S6', 'Q5VZR1'}
9606.ENSP00000367197	SCGN	{'SCGN'}	{'ENSG00000079689'}	{'O76038', 'Q96QV7', 'A8K0B2', 'Q9UJF6', 'Q5VV44'}
9606.ENSP00000367198	LECT1	{'LECT1'}	{'ENSG00000136110'}	{'Q9UM18', 'Q8TAY6', 'Q5TAM4', 'O75829'}
9606.ENSP00000367202	RECK	{'RECK'}	{'ENSG00000122707'}	{'Q5W0K6', 'Q8WX37', 'B2RNS1', 'O95980'}
9606.ENSP00000367203	KDM6A	{'KDM6A'}	{'ENSG00000147050'}	{'O15550', 'Q5JVQ7', 'Q52LL9'}
9606.ENSP00000367208	SUGT1	{'SUGT1'}	{'ENSG00000165416'}	{'Q5TAM6', 'Q9Y2Z0', 'A2A303', 'Q6VXY6', 'Q5JAK5'}
9606.ENSP00000367214	GRXCR2	{'GRXCR2'}	{'ENSG00000204928'}	{'A6NFK2'}
9606.ENSP00000367219	OR13J1	{'OR13J1'}	{'ENSG00000168828'}	{'Q8NGT2', 'Q6IF20', 'B2RN66', 'Q96R40'}
9606.ENSP00000367220	ACTR2	{'ACTR2'}	{'ENSG00000138071'}	{'Q96C82', 'D6W5F4', 'E9PF41', 'B2RCP5', 'P61160', 'O15142'}
9606.ENSP00000367227	TMEM8B	{'TMEM8B'}	{'ENSG00000137103'}	{'Q9P0U7', 'A6NDV4', 'Q4KMX5', 'B3KQF3', 'Q5TCW5', 'O75539', 'Q49AB1', 'Q9HBY2'}
9606.ENSP00000367229	CEP68	{'CEP68'}	{'ENSG00000011523'}	{'O60326', 'Q76N32', 'Q9BQ18', 'D6W5F1', 'B4DRQ1', 'D6W5F2', 'Q9UDM9'}
9606.ENSP00000367239	PTER	{'PTER'}	{'ENSG00000165983'}	{'D3DRU0', 'Q96BW5', 'B3KTF5', 'B0YJ77', 'Q9BY46'}
9606.ENSP00000367263	AHNAK	{'AHNAK'}	{'ENSG00000124942'}	{'A1A586', 'Q09666'}
9606.ENSP00000367265	CKAP4	{'CKAP4'}	{'ENSG00000136026'}	{'Q504S5', 'Q07065', 'Q53ES6'}
9606.ENSP00000367276	CKAP2	{'CKAP2'}	{'ENSG00000136108'}	{'Q8IWV5', 'Q9H012', 'E9PD90', 'Q3KRA5', 'Q5VXB4', 'A5YM58', 'Q96FH9', 'Q9H988', 'Q8WWK9', 'Q9HC49', 'A2BDE0', 'Q9H0D0', 'Q9NVG4', 'Q8IWV6', 'B4DR35'}
9606.ENSP00000367284	FUNDC1	{'FUNDC1'}	{'ENSG00000069509'}	{'Q8IVP5'}
9606.ENSP00000367292	FLRT3	{'FLRT3'}	{'ENSG00000125848'}	{'Q9NZU0', 'Q96KB1', 'Q542Z9', 'Q96K42', 'D3DW20', 'Q96K39', 'Q9P259'}
9606.ENSP00000367299	VPS36	{'VPS36'}	{'ENSG00000136100'}	{'Q9Y3E3', 'Q9H8Z5', 'Q5H9S1', 'Q3ZCV7', 'Q5VXB6', 'Q86VN1', 'A8K125'}
9606.ENSP00000367300	ZNF425	{'ZNF425'}	{'ENSG00000204947'}	{'Q08AG3', 'B3KPM1', 'Q6IV72'}
9606.ENSP00000367301	NDP	{'NDP'}	{'ENSG00000124479'}	{'Q00604', 'B2R8K6', 'Q5JYH5'}
9606.ENSP00000367309	MAOB	{'MAOB'}	{'ENSG00000069535'}	{'B2R6R3', 'Q7Z6S2', 'D3DWC3', 'B7Z5H3', 'P27338'}
9606.ENSP00000367312	SEL1L2	{'SEL1L2'}	{'ENSG00000101251'}	{'B4DXX5', 'Q5TEA6'}
9606.ENSP00000367315	LRRC10B	{'LRRC10B'}	{'ENSG00000204950'}	{'A6NIK2'}
9606.ENSP00000367316	ITGA8	{'ITGA8'}	{'ENSG00000077943'}	{'Q5VX94', 'P53708', 'B0YJ31'}
9606.ENSP00000367318	RGP1	{'RGP1'}	{'ENSG00000107185'}	{'Q92546', 'Q5TCV5'}
9606.ENSP00000367319	FBXO47	{'FBXO47'}	{'ENSG00000204952'}	{'Q5MNV8', 'B2RTZ4'}
9606.ENSP00000367323	KCNAB2	{'KCNAB2'}	{'ENSG00000069424'}	{'Q5TG82', 'Q2YD85', 'A8K1A4', 'B0AZR7', 'Q6ZNE4', 'A0AVM9', 'Q13303', 'O43659', 'Q99411', 'Q5TG83'}
9606.ENSP00000367330	C12orf73	{'C12orf73'}	{'ENSG00000204954'}	{'Q69YU5'}
9606.ENSP00000367343	GBA2	{'GBA2'}	{'ENSG00000070610'}	{'Q96LY1', 'Q96A51', 'Q9H2L8', 'Q5TCV6', 'Q9HCG7', 'D3DRP2', 'Q96SJ2'}
9606.ENSP00000367346	NDUFAF5	{'NDUFAF5'}	{'ENSG00000101247'}	{'A8K166', 'Q6GPH3', 'Q5TEU4', 'Q9H6F4'}
9606.ENSP00000367353	C12orf42	{'C12orf42'}	{'ENSG00000179088'}	{'Q49A64', 'Q4G0S2', 'Q96LP6'}
9606.ENSP00000367355	ARHGEF35	{'ARHGEF35'}	{'ENSG00000213214'}	{'Q6ZUI2', 'A5YM69'}
9606.ENSP00000367356	FAM171A1	{'FAM171A1'}	{'ENSG00000148468'}	{'Q32M49', 'Q5VUB5', 'Q8N4I0', 'D3DRT9'}
9606.ENSP00000367359	C6orf62	{'C6orf62'}	{'ENSG00000112308'}	{'Q3LIB6', 'Q9GZU0', 'Q5JVZ2', 'Q5JVZ3', 'Q9H1Z2', 'Q6IA63'}
9606.ENSP00000367360	BLACE	{'BLACE'}	{'ENSG00000204960'}	{'A4D250'}
9606.ENSP00000367384	GPR34	{'GPR34'}	{'ENSG00000171659'}	{'Q9UPC5', 'O95853'}
9606.ENSP00000367391	PGA4	{'PGA4'}	{'ENSG00000229183'}	{'Q7M4R0', 'P0DJD7', 'P00790', 'Q8N1E3', 'B7ZW75', 'A8K749'}
9606.ENSP00000367398	NPHP4	{'NPHP4'}	{'ENSG00000131697'}	{'Q8IWC0', 'O75161'}
9606.ENSP00000367406	TAF2	{'TAF2'}	{'ENSG00000064313'}	{'O43487', 'O43604', 'B2RE82', 'Q86WW7', 'Q8IWK4', 'Q6P1X5', 'O60668'}
9606.ENSP00000367407	NMT2	{'NMT2'}	{'ENSG00000152465'}	{'Q5VUC8', 'Q53Y38', 'Q9BRB4', 'B0YJ49', 'O60551'}
